Sample description: REMARK 265
Sample: REMARK 265  c= 0 mg/ml  Code: 
  1.834800e-01   2.501000e-01   4.621410e-02
  1.839493e-01   6.782880e-02   4.644710e-02
  1.844186e-01   6.317830e-02   4.684160e-02
  1.848880e-01   1.296730e-01   4.566210e-02
  1.853573e-01   5.188620e-02   4.579210e-02
  1.858266e-01   7.398940e-02   4.626710e-02
  1.862960e-01   5.697390e-02   4.627620e-02
  1.867653e-01   1.089710e-01   4.556250e-02
  1.872346e-01  -1.482300e-02   4.561770e-02
  1.877040e-01   7.313580e-02   4.639330e-02
  1.881733e-01   1.413070e-01   4.601400e-02
  1.886426e-01  -4.315990e-03   4.586860e-02
  1.891120e-01   1.819660e-01   4.556470e-02
  1.895813e-01   1.485020e-01   4.541220e-02
  1.900506e-01   5.392580e-02   4.600550e-02
  1.905200e-01   1.788790e-01   4.598190e-02
  1.909893e-01   1.512300e-01   4.456220e-02
  1.914586e-01   1.033260e-01   4.550440e-02
  1.919280e-01   3.323850e-02   4.548300e-02
  1.923973e-01   1.642250e-01   4.547830e-02
  1.928666e-01   8.428080e-02   4.465050e-02
  1.933360e-01   1.569690e-01   4.535300e-02
  1.938053e-01  -3.810790e-02   4.486200e-02
  1.942746e-01   6.300470e-02   4.576800e-02
  1.947440e-01   4.209060e-02   4.449370e-02
  1.952133e-01   1.434960e-01   4.443800e-02
  1.956826e-01   8.063770e-02   4.519480e-02
  1.961520e-01   8.440930e-02   4.490220e-02
  1.966213e-01   1.771300e-01   4.452270e-02
  1.970906e-01   7.049110e-02   4.435340e-02
  1.975599e-01   1.577690e-02   4.462780e-02
  1.980293e-01   1.608450e-01   4.487350e-02
  1.984986e-01   8.020330e-02   4.543210e-02
  1.989679e-01   1.066300e-01   4.437680e-02
  1.994373e-01   5.978190e-02   4.511440e-02
  1.999066e-01  -5.616790e-02   4.424250e-02
  2.003759e-01   1.018890e-01   4.502700e-02
  2.008453e-01   1.305920e-01   4.568080e-02
  2.013146e-01   1.572940e-01   4.714060e-02
  2.017839e-01  -4.252330e-02   4.729450e-02
  2.022533e-01  -2.784550e-03   4.804550e-02
  2.027226e-01   7.503120e-02   4.849810e-02
  2.031919e-01   6.654130e-02   4.952620e-02
  2.036613e-01   4.051690e-02   4.867800e-02
  2.041306e-01  -1.135930e-01   4.906490e-02
  2.045999e-01   2.837460e-02   4.921990e-02
  2.050693e-01   1.378910e-01   5.010270e-02
  2.055386e-01   6.544930e-02   4.988610e-02
  2.060079e-01  -2.070110e-02   4.963050e-02
  2.064773e-01   1.207640e-01   5.027320e-02
  2.069466e-01   7.673900e-02   4.910320e-02
  2.074159e-01   7.541970e-02   4.778790e-02
  2.078853e-01   6.973130e-02   4.778900e-02
  2.083546e-01   7.675740e-02   4.721340e-02
  2.088239e-01   1.114300e-01   4.577390e-02
  2.092933e-01  -3.387040e-03   4.546970e-02
  2.097626e-01   2.514310e-02   4.524230e-02
  2.102319e-01   1.303700e-01   4.557780e-02
  2.107013e-01   9.372750e-02   4.436540e-02
  2.111706e-01  -3.825920e-02   4.526590e-02
  2.116399e-01   3.993920e-02   4.541690e-02
  2.121093e-01   1.173770e-01   4.477520e-02
  2.125786e-01   1.507100e-01   4.467830e-02
  2.130479e-01   4.982030e-02   4.455750e-02
  2.135173e-01   3.653300e-02   4.417970e-02
  2.139866e-01   6.458370e-02   4.479250e-02
  2.144559e-01   5.586530e-02   4.469270e-02
  2.149253e-01  -1.329910e-02   4.426570e-02
  2.153946e-01   6.830020e-02   4.402330e-02
  2.158639e-01   1.000400e-01   4.414220e-02
  2.163333e-01   1.705460e-01   4.418400e-02
  2.168026e-01   3.494340e-02   4.401310e-02
  2.172719e-01   9.952410e-02   4.368900e-02
  2.177413e-01   2.045740e-02   4.365880e-02
  2.182106e-01   3.805760e-02   4.408210e-02
  2.186799e-01   1.261430e-01   4.417600e-02
  2.191493e-01   5.155970e-02   4.442310e-02
  2.196186e-01  -3.709620e-02   4.475210e-02
  2.200879e-01   8.300060e-02   4.399580e-02
  2.205572e-01  -1.485810e-02   4.270540e-02
  2.210266e-01   1.134920e-01   4.450740e-02
  2.214959e-01   1.420390e-01   4.383070e-02
  2.219652e-01  -3.095130e-03   4.399780e-02
  2.224346e-01  -5.197840e-03   4.249770e-02
  2.229039e-01   1.971320e-02   4.313890e-02
  2.233732e-01  -2.507910e-03   4.323360e-02
  2.238426e-01   1.018890e-01   4.527380e-02
  2.243119e-01   1.575350e-02   4.263170e-02
  2.247812e-01   1.222350e-01   4.274900e-02
  2.252506e-01   2.853250e-02   4.277780e-02
  2.257199e-01  -1.698210e-02   4.295580e-02
  2.261892e-01   5.969770e-02   4.314900e-02
  2.266586e-01   6.341610e-02   4.235930e-02
  2.271279e-01   1.278520e-01   4.271950e-02
  2.275972e-01   6.460800e-02   4.285350e-02
  2.280666e-01   6.651190e-02   4.277710e-02
  2.285359e-01  -1.901770e-02   4.176240e-02
  2.290052e-01   2.501730e-02   4.246400e-02
