# Diamond Light Source Ltd.
# Non Crystalline Diffraction Results Export File
# Data extracted from file: /dls/b21/data/2014/sm9384-1/processing/results_b21-7734_detector_070314_132234.nxs
# Dataset name: /entry1/detector_processing/Average/data
# Title: Sample: HSP18.1 (Location   I A  2)
# Scan command: static readout
# q(1/A)      	Column      	Error       	
0.30643365  	3.2428394e-12	2.0583977e-13
0.30670846  	3.1433627e-12	2.0565696e-13
0.30698326  	2.7553005e-12	2.0518648e-13
0.30725807  	2.8880058e-12	2.0484734e-13
0.30753285  	2.9138061e-12	2.0495289e-13
0.30780765  	2.3793331e-12	2.0457120e-13
0.30808246  	3.0447274e-12	2.0462214e-13
0.30835727  	3.1564523e-12	2.0544604e-13
0.30863205  	2.5106586e-12	2.0461886e-13
0.30890685  	2.6889849e-12	2.0474959e-13
0.30918166  	3.1487818e-12	2.0532882e-13
0.30945644  	2.6626032e-12	2.0496319e-13
0.30973125  	2.7183986e-12	2.0440325e-13
0.31000605  	2.5721506e-12	2.0469942e-13
0.31028086  	2.4862942e-12	2.0522168e-13
0.31055564  	2.7518337e-12	2.0477881e-13
0.31083044  	3.0926509e-12	2.0501504e-13
0.31110525  	3.2583424e-12	2.0539245e-13
0.31138006  	2.8124937e-12	2.0535478e-13
0.31165484  	2.7043222e-12	2.0519442e-13
0.31192964  	2.8871187e-12	2.0478699e-13
0.31220445  	2.5146916e-12	2.0438561e-13
0.31247923  	2.8951186e-12	2.0479540e-13
0.31275403  	3.1009941e-12	2.0499916e-13
0.31302884  	2.6092804e-12	2.0497388e-13
0.31330365  	2.7220624e-12	2.0525250e-13
0.31357843  	2.5633224e-12	2.0521947e-13
0.31385323  	2.2766348e-12	2.0438166e-13
0.31412804  	2.9792442e-12	2.0515455e-13
0.31440285  	2.9579973e-12	2.0487500e-13
0.31467763  	2.6885655e-12	2.0503650e-13
0.31495243  	2.8621808e-12	2.0516827e-13
0.31522724  	2.3827025e-12	2.0498169e-13
0.31550202  	2.8241600e-12	2.0518172e-13
0.31577682  	2.5122760e-12	2.0453622e-13
0.31605163  	2.3662608e-12	2.0405291e-13
0.31632644  	1.8685756e-12	2.0417792e-13
0.31660122  	2.3295699e-12	2.0521750e-13
0.31687602  	2.5275832e-12	2.0465346e-13
0.31715083  	2.2966564e-12	2.0461799e-13
0.31742564  	2.4834262e-12	2.0436199e-13
0.31770042  	2.7025515e-12	2.0445306e-13
0.31797522  	2.6842905e-12	2.0474974e-13
0.31825003  	2.3962863e-12	2.0434271e-13
0.31852481  	2.8086585e-12	2.0499150e-13
0.31879961  	2.7454844e-12	2.0525437e-13
0.31907442  	2.3913033e-12	2.0470096e-13
0.31934923  	2.2037860e-12	2.0492557e-13
0.31962401  	3.0105200e-12	2.0522878e-13
0.31989881  	2.2642751e-12	2.0469801e-13
0.32017362  	2.2780894e-12	2.0501954e-13
0.32044840  	2.5194491e-12	2.0465865e-13
0.32072321  	2.5256719e-12	2.0530527e-13
0.32099801  	2.6109633e-12	2.0470206e-13
0.32127282  	2.9209853e-12	2.0524550e-13
0.32154760  	2.6189233e-12	2.0512033e-13
0.32182240  	2.6558376e-12	2.0530562e-13
0.32209721  	2.2398977e-12	2.0514084e-13
0.32237202  	2.5779743e-12	2.0499441e-13
0.32264680  	2.9289880e-12	2.0520732e-13
0.32292160  	2.3308560e-12	2.0486843e-13
0.32319641  	2.5200866e-12	2.0485313e-13
0.32347119  	2.4828774e-12	2.0521399e-13
0.32374600  	2.8279800e-12	2.0542156e-13
0.32402080  	2.4380706e-12	2.0430897e-13
0.32429561  	2.7268862e-12	2.0570560e-13
0.32457039  	2.8139214e-12	2.0515127e-13
0.32484519  	2.5302785e-12	2.0495831e-13
0.32512000  	2.8346880e-12	2.0492736e-13
0.32539481  	2.7600151e-12	2.0494638e-13
0.32566959  	3.1784005e-12	2.0571916e-13
0.32594439  	2.7273745e-12	2.0500847e-13
0.32621920  	2.5501649e-12	2.0498542e-13
0.32649398  	3.1203015e-12	2.0570542e-13
0.32676879  	2.9452751e-12	2.0515539e-13
0.32704359  	2.5150815e-12	2.0483040e-13
0.32731840  	2.4950369e-12	2.0494750e-13
0.32759318  	3.1047474e-12	2.0530097e-13
0.32786798  	2.9040563e-12	2.0544659e-13
0.32814279  	2.9599782e-12	2.0527808e-13
0.32841760  	2.8762554e-12	2.0493543e-13
0.32869238  	2.7787273e-12	2.0530782e-13
0.32896718  	2.4981627e-12	2.0474101e-13
0.32924199  	2.7993731e-12	2.0510922e-13
0.32951677  	2.5874053e-12	2.0475883e-13
0.32979158  	2.9778773e-12	2.0564742e-13
0.33006638  	2.9791306e-12	2.0582677e-13
0.33034119  	2.7478254e-12	2.0536318e-13
0.33061597  	2.8220993e-12	2.0533908e-13
0.33089077  	2.7233346e-12	2.0518778e-13
0.33116558  	3.1082702e-12	2.0548682e-13
0.33144039  	2.3442049e-12	2.0485382e-13
0.33171517  	2.9242529e-12	2.0554966e-13
0.33198997  	3.2249787e-12	2.0542769e-13
0.33226478  	2.8861206e-12	2.0570224e-13
0.33253956  	2.3665091e-12	2.0455183e-13
0.33281437  	2.5782250e-12	2.0484752e-13
0.33308917  	2.9637219e-12	2.0550099e-13
0.33336398  	2.9235217e-12	2.0572247e-13
0.33363876  	2.7088726e-12	2.0551442e-13
0.33391356  	2.9297955e-12	2.0623442e-13
0.33418837  	2.6103147e-12	2.0488765e-13
0.33446318  	2.6044100e-12	2.0486716e-13
0.33473796  	2.9263096e-12	2.0612086e-13
0.33501276  	2.8453925e-12	2.0505581e-13
0.33528757  	2.5580380e-12	2.0533567e-13
0.33556235  	2.3599495e-12	2.0500669e-13
0.33583716  	2.0752339e-12	2.0488987e-13
0.33611196  	2.7457305e-12	2.0590046e-13
0.33638677  	2.7939662e-12	2.0652005e-13
0.33666155  	2.9618018e-12	2.0999755e-13
0.33693635  	2.5698287e-12	2.1332818e-13
0.33721116  	3.2024828e-12	2.1699604e-13
0.33748597  	3.0642852e-12	2.1929562e-13
0.33776075  	3.0817978e-12	2.2099020e-13
0.33803555  	3.0894343e-12	2.2330949e-13
0.33831036  	3.0190878e-12	2.2415858e-13
0.33858514  	3.0865156e-12	2.2665596e-13
0.33885995  	2.8511293e-12	2.2790957e-13
0.33913475  	2.7877282e-12	2.2985886e-13
0.33940956  	3.1759367e-12	2.3121652e-13
0.33968434  	3.2042860e-12	2.3368587e-13
0.33995914  	2.7829815e-12	2.3409418e-13
0.34023395  	2.9121026e-12	2.3588567e-13
0.34050876  	2.8535251e-12	2.3634819e-13
0.34078354  	2.7573601e-12	2.3792857e-13
0.34105834  	3.0122643e-12	2.3994145e-13
0.34133315  	2.8286778e-12	2.3643996e-13
0.34160793  	2.6181132e-12	2.3106734e-13
0.34188274  	2.8786871e-12	2.2852610e-13
0.34215754  	2.7327279e-12	2.2650336e-13
0.34243235  	2.2896626e-12	2.2375430e-13
0.34270713  	3.0563928e-12	2.2374564e-13
0.34298193  	3.5119167e-12	2.2333479e-13
0.34325674  	3.3810951e-12	2.2236863e-13
0.34353155  	2.8659692e-12	2.2001079e-13
0.34380633  	3.1748027e-12	2.1968127e-13
0.34408113  	3.0670431e-12	2.1926809e-13
0.34435594  	3.5969361e-12	2.1891969e-13
0.34463072  	3.0208355e-12	2.1773136e-13
0.34490553  	2.5340934e-12	2.1660785e-13
0.34518033  	3.0664243e-12	2.1585533e-13
0.34545514  	2.4742467e-12	2.1535847e-13
0.34572992  	2.5502445e-12	2.1487472e-13
0.34600472  	2.7823826e-12	2.1479608e-13
0.34627953  	2.9370879e-12	2.1476088e-13
0.34655431  	3.0640601e-12	2.1495255e-13
0.34682912  	2.8316700e-12	2.1489379e-13
0.34710392  	2.7949947e-12	2.1484996e-13
0.34737873  	2.8871929e-12	2.1467336e-13
0.34765351  	2.4723851e-12	2.1412668e-13
0.34792832  	2.5933129e-12	2.1381249e-13
0.34820312  	2.7969543e-12	2.1336196e-13
0.34847793  	2.8519979e-12	2.1306244e-13
0.34875271  	2.7677246e-12	2.1261680e-13
0.34902751  	2.4521275e-12	2.1250723e-13
0.34930232  	2.8989465e-12	2.1221677e-13
0.34957710  	2.9617214e-12	2.1274367e-13
0.34985191  	2.8117725e-12	2.1294269e-13
0.35012671  	2.7662486e-12	2.1194720e-13
0.35040152  	2.7656889e-12	2.1198416e-13
0.35067630  	3.1146958e-12	2.1203608e-13
0.35095111  	2.9628053e-12	2.1151292e-13
0.35122591  	2.7943255e-12	2.1145485e-13
0.35150072  	3.1161651e-12	2.1127402e-13
0.35177550  	2.9583931e-12	2.1119093e-13
0.35205030  	2.9594172e-12	2.1110301e-13
0.35232511  	3.3467617e-12	2.1127926e-13
0.35259989  	2.4623140e-12	2.1042990e-13
0.35287470  	2.6886963e-12	2.1035562e-13
0.35314950  	2.6609962e-12	2.1035691e-13
0.35342431  	3.2077548e-12	2.1064633e-13
0.35369909  	2.9665517e-12	2.0981132e-13
0.35397390  	2.6041706e-12	2.0951508e-13
0.35424870  	2.6393200e-12	2.0947632e-13
0.35452351  	3.4788203e-12	2.0980983e-13
0.35479829  	3.1319823e-12	2.0930798e-13
0.35507309  	2.4339298e-12	2.0876282e-13
0.35534790  	3.1204705e-12	2.0949151e-13
0.35562268  	3.0891767e-12	2.0896791e-13
0.35589749  	3.1540851e-12	2.0933357e-13
0.35617229  	2.6539283e-12	2.0830237e-13
0.35644710  	2.7033319e-12	2.0852435e-13
0.35672188  	2.5083637e-12	2.0896045e-13
0.35699669  	2.7513226e-12	2.0883956e-13
0.35727149  	2.9530441e-12	2.0774863e-13
0.35754630  	3.1755766e-12	2.0844023e-13
0.35782108  	2.9192117e-12	2.0849343e-13
0.35809588  	2.2317879e-12	2.0714345e-13
0.35837069  	2.3010044e-12	2.0747951e-13
0.35864547  	2.7461204e-12	2.0697108e-13
0.35892028  	2.1227805e-12	2.0680168e-13
0.35919508  	2.1878669e-12	2.0706731e-13
0.35946989  	2.8851080e-12	2.0673305e-13
0.35974467  	2.6567557e-12	2.0638597e-13
0.36001948  	2.5650990e-12	2.0660445e-13
0.36029428  	2.8009600e-12	2.0627231e-13
0.36056909  	3.2279327e-12	2.0690890e-13
0.36084387  	3.0082349e-12	2.0666135e-13
0.36111867  	2.6765447e-12	2.0562737e-13
0.36139348  	2.3302009e-12	2.0618544e-13
0.36166826  	3.0041533e-12	2.0592463e-13
0.36194307  	2.8448116e-12	2.0596879e-13
0.36221787  	2.9507881e-12	2.0533434e-13
0.36249268  	2.4130626e-12	2.0449006e-13
0.36276746  	2.7294994e-12	2.0486099e-13
0.36304227  	3.1167714e-12	2.0449597e-13
0.36331707  	2.4877277e-12	2.0351064e-13
0.36359188  	2.6836946e-12	2.0358244e-13
0.36386666  	2.8331465e-12	2.0312522e-13
0.36414146  	2.5378254e-12	2.0294777e-13
0.36441627  	2.3506312e-12	2.0224031e-13
0.36469105  	2.5901336e-12	2.0217703e-13
0.36496586  	2.9343240e-12	2.0215943e-13
0.36524066  	2.9909695e-12	2.0232687e-13
0.36551547  	2.9748595e-12	2.0138563e-13
0.36579025  	2.9419553e-12	2.0104820e-13
0.36606506  	2.8928832e-12	2.0064384e-13
0.36633986  	2.7414525e-12	2.0014734e-13
0.36661467  	2.7086697e-12	2.0104336e-13
0.36688945  	2.4005769e-12	1.9999268e-13
0.36716425  	2.5559600e-12	1.9907048e-13
0.36743906  	3.0243330e-12	1.9946061e-13
0.36771384  	2.8895239e-12	1.9914626e-13
0.36798865  	2.8370572e-12	1.9921277e-13
0.36826345  	2.7746759e-12	1.9788949e-13
0.36853826  	2.4999139e-12	1.9813862e-13
0.36881304  	3.1439465e-12	1.9830684e-13
0.36908785  	2.6883717e-12	1.9740934e-13
0.36936265  	2.8876263e-12	1.9718236e-13
0.36963743  	2.7950231e-12	1.9674399e-13
0.36991224  	2.4782288e-12	1.9596258e-13
0.37018704  	2.7655970e-12	1.9607964e-13
0.37046185  	2.3924773e-12	1.9468150e-13
0.37073663  	2.9961554e-12	1.9522848e-13
0.37101144  	3.1035064e-12	1.9522077e-13
0.37128624  	2.4585978e-12	1.9490641e-13
0.37156105  	1.7812938e-12	1.9391898e-13
0.37183583  	2.1516751e-12	1.9340150e-13
0.37211064  	2.1740678e-12	1.9325709e-13
0.37238544  	2.4181985e-12	1.9396325e-13
0.37266022  	2.6610836e-12	1.9332502e-13
0.37293503  	2.7638512e-12	1.9317252e-13
0.37320983  	2.1974022e-12	1.9197029e-13
0.37348464  	2.4307240e-12	1.9135056e-13
0.37375942  	2.7486399e-12	1.9105452e-13
0.37403423  	2.6373090e-12	1.9112388e-13
0.37430903  	2.5125819e-12	1.9185070e-13
0.37458384  	2.3764586e-12	1.9103957e-13
0.37485862  	2.6382507e-12	1.9160911e-13
0.37513342  	2.7722666e-12	1.9172831e-13
0.37540823  	2.7833400e-12	1.9153551e-13
0.37568301  	2.8362636e-12	1.9188099e-13
0.37595782  	2.9566566e-12	1.9155229e-13
0.37623262  	2.5971191e-12	1.9084281e-13
0.37650743  	1.9673759e-12	1.8958244e-13
0.37678221  	2.2144693e-12	1.8960445e-13
0.37705702  	1.9288831e-12	1.8869792e-13
0.37733182  	2.7105241e-12	1.8893800e-13
0.37760663  	1.7727633e-12	1.8766449e-13
0.37788141  	2.4214394e-12	1.8854956e-13
0.37815621  	2.6671109e-12	1.8808109e-13
0.37843102  	2.1542147e-12	1.8625510e-13
0.37870580  	2.1032733e-12	1.8646539e-13
0.37898061  	2.2707101e-12	1.8705342e-13
0.37925541  	2.2797647e-12	1.8656107e-13
0.37953022  	1.9308752e-12	1.8588965e-13
0.37980500  	2.0423828e-12	1.8645469e-13
0.38007981  	2.5534245e-12	1.8663188e-13
0.38035461  	2.5865829e-12	1.8685036e-13
0.38062942  	1.9318100e-12	1.8600011e-13
0.38090420  	2.0772650e-12	1.8568052e-13
0.38117900  	2.0374683e-12	1.8532956e-13
0.38145381  	1.8630791e-12	1.8494882e-13
0.38172859  	2.1010171e-12	1.8395570e-13
0.38200340  	2.6013300e-12	1.8409615e-13
0.38227820  	2.1139464e-12	1.8333463e-13
0.38255301  	2.1028502e-12	1.8273845e-13
0.38282779  	2.3438636e-12	1.8281389e-13
